date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean
"2025-01-10,18:07:36",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1334] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180736_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180736_foto_normalized.npy,0.048,0.09278,0.11006
"2025-01-10,18:07:51",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1331] *,[  790] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180751_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180751_foto_normalized.npy,0.04873,0.09025,0.10933
"2025-01-10,18:08:02",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  790] ,[  525] ,[  338] ,[ 1999] *,[  102] ,20250110_180802_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180802_foto_normalized.npy,0.04787,0.0932,0.10654
"2025-01-10,18:08:16",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  791] ,[  526] ,[  339] ,[ 1999] *,[  102] ,20250110_180816_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180817_foto_normalized.npy,0.04834,0.10239,0.10928
"2025-01-10,18:08:30",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180830_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180830_foto_normalized.npy,0.05029,0.09651,0.10967
"2025-01-10,18:08:43",[  176] ,[ 1038] *,[  601] ,[ 1240] *,[ 1331] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180843_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180843_foto_normalized.npy,0.04879,0.09791,0.11026
"2025-01-10,18:08:59",[  176] ,[ 1038] *,[  601] ,[ 1240] *,[ 1331] *,[  789] ,[  524] ,[  339] ,[ 1998] *,[  102] ,20250110_180859_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180859_foto_normalized.npy,0.04817,0.10099,0.10844
"2025-01-10,18:09:10",[  186] ,[ 1183] *,[  665] ,[ 1358] *,[ 1450] *,[  901] ,[  584] ,[  373] ,[ 1868] *,[   96] ,20250110_180910_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180910_foto_normalized.npy,0.05163,0.09239,0.11507
"2025-01-10,18:10:56",[  212] ,[ 1386] *,[  738] ,[ 1516] *,[ 1609] *,[ 1054] *,[  665] ,[  418] ,[ 1649] *,[   86] ,20250110_181056_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_181056_foto_normalized.npy,0.0549,0.11167,0.11608
"2025-01-10,18:11:04",[  212] ,[ 1385] *,[  738] ,[ 1516] *,[ 1607] *,[ 1053] *,[  665] ,[  418] ,[ 1648] *,[   86] ,20250110_181104_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_181104_foto_normalized.npy,0.05004,0.08915,0.11122
"2025-01-11,16:00:45",[  224] ,[ 1466] *,[  775] ,[ 1589] *,[ 1683] *,[ 1103] *,[  700] ,[  434] ,[ 1938] *,[   96] ,20250111_160045_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160045_foto_normalized.npy,0.11202,0.11209,0.11356
"2025-01-11,16:00:56",[  223] ,[ 1457] *,[  773] ,[ 1577] *,[ 1672] *,[ 1096] *,[  695] ,[  431] ,[ 1930] *,[   95] ,20250111_160056_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160056_foto_normalized.npy,0.11132,0.11273,0.11347
"2025-01-11,16:01:05",[  222] ,[ 1455] *,[  773] ,[ 1575] *,[ 1670] *,[ 1094] *,[  694] ,[  431] ,[ 1928] *,[   95] ,20250111_160105_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160105_foto_normalized.npy,0.11115,0.11355,0.11369
"2025-01-11,16:01:13",[  222] ,[ 1455] *,[  772] ,[ 1574] *,[ 1668] *,[ 1094] *,[  694] ,[  430] ,[ 1926] *,[   95] ,20250111_160113_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160113_foto_normalized.npy,0.11162,0.11326,0.11361
"2025-01-11,16:01:22",[  222] ,[ 1453] *,[  772] ,[ 1571] *,[ 1668] *,[ 1093] *,[  694] ,[  430] ,[ 1926] *,[   95] ,20250111_160122_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160122_foto_normalized.npy,0.11156,0.11286,0.11379
"2025-01-11,16:01:32",[  222] ,[ 1453] *,[  772] ,[ 1572] *,[ 1667] *,[ 1093] *,[  694] ,[  430] ,[ 1926] *,[   95] ,20250111_160132_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160132_foto_normalized.npy,0.11207,0.11349,0.11454
"2025-01-11,16:01:45",[  222] ,[ 1452] *,[  771] ,[ 1570] *,[ 1665] *,[ 1092] *,[  693] ,[  430] ,[ 1918] *,[   95] ,20250111_160145_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160145_foto_normalized.npy,0.11284,0.11343,0.11462
"2025-01-11,16:01:54",[  221] ,[ 1451] *,[  771] ,[ 1569] *,[ 1664] *,[ 1091] *,[  693] ,[  430] ,[ 1916] *,[   94] ,20250111_160154_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160154_foto_normalized.npy,0.11278,0.11372,0.11409
"2025-01-11,16:02:02",[  222] ,[ 1450] *,[  770] ,[ 1569] *,[ 1664] *,[ 1090] *,[  693] ,[  429] ,[ 1917] *,[   94] ,20250111_160202_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160202_foto_normalized.npy,0.11254,0.11341,0.11409
"2025-01-11,16:02:10",[  222] ,[ 1450] *,[  770] ,[ 1568] *,[ 1663] *,[ 1090] *,[  692] ,[  429] ,[ 1918] *,[   94] ,20250111_160210_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160210_foto_normalized.npy,0.11223,0.11394,0.11446
"2025-01-11,16:02:18",[  221] ,[ 1450] *,[  770] ,[ 1568] *,[ 1663] *,[ 1091] *,[  692] ,[  429] ,[ 1919] *,[   94] ,20250111_160218_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160218_foto_normalized.npy,0.11239,0.11289,0.11495
"2025-01-11,16:02:28",[  221] ,[ 1451] *,[  770] ,[ 1568] *,[ 1663] *,[ 1090] *,[  692] ,[  429] ,[ 1918] *,[   94] ,20250111_160228_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160228_foto_normalized.npy,0.11157,0.11371,0.11453
"2025-01-11,16:02:37",[  221] ,[ 1450] *,[  770] ,[ 1568] *,[ 1663] *,[ 1090] *,[  692] ,[  429] ,[ 1916] *,[   94] ,20250111_160237_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160237_foto_normalized.npy,0.11265,0.11378,0.11473
"2025-01-11,16:02:45",[  221] ,[ 1449] *,[  770] ,[ 1567] *,[ 1661] *,[ 1090] *,[  692] ,[  429] ,[ 1918] *,[   94] ,20250111_160245_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160245_foto_normalized.npy,0.11134,0.11334,0.11341
"2025-01-11,16:02:54",[  221] ,[ 1448] *,[  769] ,[ 1567] *,[ 1662] *,[ 1089] *,[  691] ,[  428] ,[ 1915] *,[   94] ,20250111_160254_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160254_foto_normalized.npy,0.11201,0.1135,0.11369
"2025-01-11,16:03:02",[  221] ,[ 1449] *,[  769] ,[ 1566] *,[ 1660] *,[ 1089] *,[  691] ,[  429] ,[ 1913] *,[   94] ,20250111_160302_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160302_foto_normalized.npy,0.11278,0.11337,0.11422
"2025-01-11,16:03:11",[  221] ,[ 1449] *,[  769] ,[ 1565] *,[ 1660] *,[ 1089] *,[  691] ,[  428] ,[ 1914] *,[   94] ,20250111_160311_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160311_foto_normalized.npy,0.11244,0.11348,0.11454
"2025-01-11,16:03:19",[  221] ,[ 1448] *,[  768] ,[ 1565] *,[ 1660] *,[ 1088] *,[  691] ,[  428] ,[ 1913] *,[   94] ,20250111_160319_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160319_foto_normalized.npy,0.11274,0.11418,0.11471
"2025-01-11,16:03:29",[  220] ,[ 1447] *,[  768] ,[ 1563] *,[ 1659] *,[ 1088] *,[  691] ,[  428] ,[ 1914] *,[   94] ,20250111_160329_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160329_foto_normalized.npy,0.1124,0.11392,0.1146
"2025-01-11,16:03:37",[  221] ,[ 1448] *,[  769] ,[ 1565] *,[ 1660] *,[ 1089] *,[  691] ,[  429] ,[ 1914] *,[   94] ,20250111_160337_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160337_foto_normalized.npy,0.11247,0.11407,0.11457
"2025-01-11,16:03:47",[  221] ,[ 1448] *,[  768] ,[ 1565] *,[ 1659] *,[ 1088] *,[  690] ,[  428] ,[ 1908] *,[   94] ,20250111_160347_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160347_foto_normalized.npy,0.11146,0.11312,0.11424
"2025-01-11,16:03:54",[  221] ,[ 1447] *,[  768] ,[ 1564] *,[ 1659] *,[ 1088] *,[  691] ,[  428] ,[ 1911] *,[   94] ,20250111_160354_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160354_foto_normalized.npy,0.11177,0.11376,0.11437
"2025-01-11,16:04:02",[  220] ,[ 1446] *,[  767] ,[ 1563] *,[ 1658] *,[ 1087] *,[  690] ,[  428] ,[ 1906] *,[   94] ,20250111_160402_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160402_foto_normalized.npy,0.11231,0.11343,0.11406
"2025-01-11,16:04:11",[  220] ,[ 1447] *,[  768] ,[ 1563] *,[ 1658] *,[ 1088] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160411_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160411_foto_normalized.npy,0.11197,0.11349,0.11448
"2025-01-11,16:04:19",[  221] ,[ 1447] *,[  768] ,[ 1563] *,[ 1659] *,[ 1088] *,[  690] ,[  428] ,[ 1910] *,[   94] ,20250111_160419_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160419_foto_normalized.npy,0.11196,0.11372,0.11497
"2025-01-11,16:04:30",[  220] ,[ 1446] *,[  767] ,[ 1563] *,[ 1658] *,[ 1088] *,[  691] ,[  428] ,[ 1912] *,[   94] ,20250111_160430_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160430_foto_normalized.npy,0.11226,0.11358,0.11412
"2025-01-11,16:04:39",[  220] ,[ 1445] *,[  767] ,[ 1563] *,[ 1658] *,[ 1087] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160439_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160439_foto_normalized.npy,0.11186,0.11276,0.11387
"2025-01-11,16:04:47",[  220] ,[ 1445] *,[  767] ,[ 1562] *,[ 1657] *,[ 1087] *,[  690] ,[  428] ,[ 1910] *,[   94] ,20250111_160447_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160447_foto_normalized.npy,0.11148,0.11329,0.11397
"2025-01-11,16:04:56",[  220] ,[ 1446] *,[  767] ,[ 1562] *,[ 1658] *,[ 1088] *,[  690] ,[  428] ,[ 1912] *,[   94] ,20250111_160456_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160456_foto_normalized.npy,0.11159,0.11285,0.1137
"2025-01-11,16:05:04",[  220] ,[ 1446] *,[  768] ,[ 1562] *,[ 1657] *,[ 1087] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160504_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160504_foto_normalized.npy,0.11278,0.11379,0.11482
"2025-01-11,16:05:12",[  220] ,[ 1447] *,[  768] ,[ 1563] *,[ 1658] *,[ 1089] *,[  691] ,[  428] ,[ 1910] *,[   94] ,20250111_160512_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160512_foto_normalized.npy,0.11214,0.11346,0.11444
"2025-01-11,16:05:31",[  220] ,[ 1447] *,[  767] ,[ 1563] *,[ 1657] *,[ 1088] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160531_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160531_foto_normalized.npy,0.11192,0.11367,0.11495
"2025-01-11,16:05:43",[  220] ,[ 1447] *,[  767] ,[ 1562] *,[ 1657] *,[ 1087] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160543_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160543_foto_normalized.npy,0.11228,0.11285,0.11444
"2025-01-11,16:05:56",[  220] ,[ 1446] *,[  767] ,[ 1562] *,[ 1656] *,[ 1088] *,[  690] ,[  428] ,[ 1910] *,[   94] ,20250111_160556_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160556_foto_normalized.npy,0.11195,0.11342,0.11368
"2025-01-11,16:06:09",[  220] ,[ 1446] *,[  767] ,[ 1562] *,[ 1657] *,[ 1088] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160609_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160609_foto_normalized.npy,0.11218,0.11299,0.11328
"2025-01-11,16:06:20",[  220] ,[ 1446] *,[  767] ,[ 1561] *,[ 1656] *,[ 1087] *,[  690] ,[  428] ,[ 1908] *,[   94] ,20250111_160620_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160620_foto_normalized.npy,0.11176,0.11369,0.1138
"2025-01-11,16:06:32",[  220] ,[ 1446] *,[  767] ,[ 1562] *,[ 1656] *,[ 1087] *,[  690] ,[  428] ,[ 1906] *,[   94] ,20250111_160632_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160632_foto_normalized.npy,0.11163,0.11306,0.11421
"2025-01-11,16:06:46",[  220] ,[ 1447] *,[  767] ,[ 1562] *,[ 1656] *,[ 1087] *,[  690] ,[  428] ,[ 1907] *,[   94] ,20250111_160646_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160646_foto_normalized.npy,0.11165,0.11304,0.1145
"2025-01-11,16:06:58",[  220] ,[ 1447] *,[  767] ,[ 1562] *,[ 1657] *,[ 1088] *,[  690] ,[  428] ,[ 1909] *,[   94] ,20250111_160658_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160658_foto_normalized.npy,0.11215,0.11352,0.11415
"2025-01-11,16:07:10",[  220] ,[ 1446] *,[  767] ,[ 1562] *,[ 1656] *,[ 1088] *,[  690] ,[  428] ,[ 1907] *,[   94] ,20250111_160710_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160710_foto_normalized.npy,0.11279,0.11344,0.11464
"2025-01-11,16:07:23",[  220] ,[ 1446] *,[  766] ,[ 1561] *,[ 1656] *,[ 1087] *,[  690] ,[  428] ,[ 1906] *,[   94] ,20250111_160723_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160723_foto_normalized.npy,0.11216,0.11369,0.1149
"2025-01-11,16:07:54",[  218] ,[ 1435] *,[  762] ,[ 1552] *,[ 1648] *,[ 1079] *,[  685] ,[  425] ,[ 1917] *,[   94] ,20250111_160754_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160754_foto_normalized.npy,0.11199,0.11355,0.11471
"2025-01-11,16:08:11",[  215] ,[ 1416] *,[  757] ,[ 1538] *,[ 1632] *,[ 1064] *,[  677] ,[  421] ,[ 1942] *,[   95] ,20250111_160811_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160811_foto_normalized.npy,0.11152,0.11296,0.11408
"2025-01-11,16:08:29",[  217] ,[ 1429] *,[  761] ,[ 1548] *,[ 1643] *,[ 1074] *,[  682] ,[  423] ,[ 1935] *,[   95] ,20250111_160829_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160829_foto_normalized.npy,0.11169,0.11205,0.11463
"2025-01-11,16:08:42",[  221] ,[ 1450] *,[  768] ,[ 1564] *,[ 1659] *,[ 1089] *,[  691] ,[  428] ,[ 1911] *,[   94] ,20250111_160842_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160842_foto_normalized.npy,0.11275,0.11315,0.11478
"2025-01-11,16:08:53",[  214] ,[ 1402] *,[  752] ,[ 1526] *,[ 1622] *,[ 1053] *,[  672] ,[  418] ,[ 1962] *,[   96] ,20250111_160853_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160853_foto_normalized.npy,0.11066,0.111,0.11291
"2025-01-11,16:09:04",[  214] ,[ 1408] *,[  754] ,[ 1531] *,[ 1626] *,[ 1057] *,[  673] ,[  419] ,[ 1956] *,[   96] ,20250111_160904_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160904_foto_normalized.npy,0.1113,0.11243,0.11469
"2025-01-11,16:09:18",[  215] ,[ 1408] *,[  754] ,[ 1531] *,[ 1627] *,[ 1058] *,[  674] ,[  419] ,[ 1954] *,[   96] ,20250111_160918_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160918_foto_normalized.npy,0.11135,0.11328,0.11397
"2025-01-11,16:09:33",[  215] ,[ 1413] *,[  756] ,[ 1535] *,[ 1630] *,[ 1061] *,[  676] ,[  420] ,[ 1955] *,[   96] ,20250111_160933_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160933_foto_normalized.npy,0.10995,0.11137,0.11291
"2025-01-11,16:09:39",[  215] ,[ 1413] *,[  756] ,[ 1535] *,[ 1630] *,[ 1061] *,[  676] ,[  420] ,[ 1954] *,[   96] ,20250111_160939_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160939_foto_normalized.npy,0.11022,0.1113,0.11375
"2025-01-11,16:09:59",[  203] ,[ 1306] *,[  717] ,[ 1452] *,[ 1549] *,[  982] ,[  633] ,[  396] ,[ 2059] **,[  101] ,20250111_160959_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_160959_foto_normalized.npy,0.10973,0.1109,0.11277
"2025-01-11,16:10:23",[  207] ,[ 1342] *,[  731] ,[ 1480] *,[ 1575] *,[ 1008] *,[  647] ,[  404] ,[ 2025] **,[   99] ,20250111_161023_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161023_foto_normalized.npy,0.1111,0.1116,0.11383
"2025-01-11,16:10:35",[  207] ,[ 1340] *,[  730] ,[ 1478] *,[ 1573] *,[ 1007] *,[  647] ,[  404] ,[ 2023] **,[   99] ,20250111_161035_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161035_foto_normalized.npy,0.10994,0.11159,0.11283
"2025-01-11,16:10:53",[  195] ,[ 1228] *,[  686] ,[ 1388] *,[ 1483] *,[  922] ,[  602] ,[  379] ,[ 2123] **,[  104] ,20250111_161053_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161053_foto_normalized.npy,0.1083,0.10943,0.1116
"2025-01-11,16:11:08",[  198] ,[ 1262] *,[  701] ,[ 1416] *,[ 1511] *,[  948] ,[  616] ,[  387] ,[ 2093] **,[  102] ,20250111_161108_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161108_foto_normalized.npy,0.10926,0.11045,0.11262
"2025-01-11,16:11:22",[  234] ,[ 1529] *,[  795] ,[ 1622] *,[ 1716] *,[ 1147] *,[  720] ,[  444] ,[ 1826] *,[   90] ,20250111_161122_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161122_foto_normalized.npy,0.1123,0.11324,0.11515
"2025-01-11,16:11:30",[  234] ,[ 1530] *,[  794] ,[ 1622] *,[ 1715] *,[ 1146] *,[  720] ,[  444] ,[ 1823] *,[   89] ,20250111_161130_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161130_foto_normalized.npy,0.11356,0.11344,0.11635
"2025-01-11,16:11:38",[  234] ,[ 1529] *,[  794] ,[ 1621] *,[ 1716] *,[ 1147] *,[  721] ,[  444] ,[ 1821] *,[   90] ,20250111_161138_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161138_foto_normalized.npy,0.11348,0.11442,0.11662
"2025-01-11,16:11:46",[  234] ,[ 1528] *,[  794] ,[ 1621] *,[ 1714] *,[ 1146] *,[  720] ,[  444] ,[ 1819] *,[   89] ,20250111_161146_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161146_foto_normalized.npy,0.11396,0.11475,0.11702
"2025-01-11,16:12:10",[  232] ,[ 1518] *,[  791] ,[ 1614] *,[ 1707] *,[ 1138] *,[  716] ,[  442] ,[ 1832] *,[   90] ,20250111_161210_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161210_foto_normalized.npy,0.11326,0.11422,0.11536
"2025-01-11,16:12:26",[  221] ,[ 1453] *,[  770] ,[ 1563] *,[ 1658] *,[ 1089] *,[  690] ,[  428] ,[ 1915] *,[   94] ,20250111_161226_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161226_foto_normalized.npy,0.1128,0.11257,0.11466
"2025-01-11,16:12:34",[  221] ,[ 1452] *,[  770] ,[ 1563] *,[ 1657] *,[ 1089] *,[  690] ,[  428] ,[ 1912] *,[   94] ,20250111_161234_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161234_foto_normalized.npy,0.11232,0.11352,0.11383
